,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.2746411221020015,0.5370226791876029,0.2743608324890113,0.36808516024872684,0.15254677802711758,0.025014508193556412,0.5333440970837873,0.4017635403059533,0.2255522893239414,0.8894971332259776,0.4759320576892208,0.11504304741986199,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1,0.17954035151908132,0.0789001085070247,0.05477157301197877,0.4654168516119805,0.15517041605990928,0.025345578694729698,0.25665933597602547,0.6470324083373851,0.10489028213517018,0.2901838447227347,0.47578058218073177,0.11548070193635136,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2,0.10353463229646932,0.6374259111247673,0.03292073046692045,0.3289121776481667,0.35982722170331644,0.10538340417949962,0.417233908977412,0.619583381081451,0.024546365820614,0.030268753375922608,0.8287365583364699,-0.0001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
3,0.5704930167841177,0.5245257087525418,-1.8642279381739577e-05,0.7465382520871257,0.5408999881894956,-1.219473750802188e-06,0.5836844586790398,0.40873365752526186,-7.453608233325599e-06,0.5612747212458356,0.5565385492578385,-2.025841563183953e-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
4,0.5264493974739601,0.5152069270092352,-1.8691718638574038e-05,0.6883449710758838,0.564513754812541,-1.3424238920871016e-06,0.5548013877168311,0.5222845023597132,-7.472584511463709e-06,0.49519796549856476,0.5001920360827959,-2.0163134855875852e-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
5,0.5318787210058894,0.5146044114035757,-1.8646440181773756e-05,0.7853740386186719,0.5624920021294252,-2.8845555245454074e-06,0.5496616418419865,0.405233197608835,-7.472120799160376e-06,0.5003742253858561,0.499104359173542,-2.0129702922285516e-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
6,0.4795842214737276,0.5133022432136178,-1.8692222786619322e-05,0.6869333337126854,0.4952901001844126,-2.9647651518842214e-06,0.5629217672146697,0.48133957976491887,-7.46099322205992e-06,0.4999272654198244,0.5004225256273465,-1.9751898458717527e-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
7,0.4806707200500553,0.5149780764082365,-1.86955148409683e-05,0.6861759151681406,0.5466301372520902,-1.3199253309755669e-06,0.546798230931596,0.5220703360757234,-7.4725314118965214e-06,0.49905258468526076,0.4994693421249942,-1.9528536699200666e-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
8,0.47968163688866555,0.5211422724256606,-1.8691488094556703e-05,0.7840574588920038,0.5389777856394679,-1.3386142695032961e-06,0.5629950180148188,0.4804118297655232,-7.454065706279476e-06,0.4954304522180886,0.49867276434513946,-1.9503737804568447e-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
9,0.48881572282728997,0.5152734154557574,-1.8691358144335448e-05,0.7235980935863908,0.5008613494656633,-1.2424583687935413e-06,0.5473645116235099,0.5002120799150954,-7.459981951118648e-06,0.49544643446690734,0.5010550037034502,-1.9180771566182485e-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
10,0.48693380348806736,0.5155110857774811,-1.8694371293970447e-05,0.7412955579828819,0.5551845758033663,-1.3718234105225214e-06,0.5915250516564599,0.5328887644273643,-7.460646010654344e-06,0.4949417484496129,0.5008246001665825,-1.9124659337095946e-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
11,0.4895638202589046,0.5151848863640419,-1.86479368183472e-05,0.6867811531654684,0.5480884577741202,-2.9920944981833367e-06,0.5538608057328047,0.5173860100235872,-7.471733727386874e-06,0.4989387947386083,0.5006591265747883,-1.908848745851476e-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
12,0.4893901727001905,0.5152435776978258,-1.8696641278154224e-05,0.6509941415730724,0.501205197175868,-9.926351115617159e-07,0.5633820160754417,0.48072378651867176,-7.460933326233879e-06,0.49545134749857744,0.5010400019424339,-1.911365301294957e-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
